",",NONE
ik,NONE
vond,NONE
dat,NONE
heel,NONE
leuk,NONE
",",NONE
maar,NONE
of,NONE
dat,NONE
ik,NONE
daar,NONE
mee,NONE
wil,NONE
verder,NONE
doen,NONE
weet,NONE
ik,NONE
niet,NONE
zo,NONE
goed,NONE
.,NONE
Eigenlijk,NONE
gewoon,NONE
een,NONE
afdeling,NONE
denk,NONE
ik,NONE
waar,NONE
dat,NONE
je,NONE
de,NONE
mensen,NONE
iets,NONE
langer,NONE
bij,NONE
u,NONE
hebt,NONE
",",NONE
dat,NONE
je,NONE
ze,NONE
een,NONE
iets,NONE
betere,NONE
vertrouwensband,NONE
mee,NONE
kunt,NONE
opbouwen,NONE
met,NONE
iemand,NONE
veel,NONE
meer,NONE
waardering,NONE
krijgt,NONE
van,NONE
die,NONE
mensen,NONE
dat,NONE
je,NONE
ze,NONE
beter,NONE
leert,NONE
kennen,NONE
.,NONE
Dus,NONE
dat,NONE
is,NONE
het,NONE
denk,NONE
ik,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
goed,NONE
",",NONE
duidelijk,NONE
goed,NONE
.,NONE
Misschien,NONE
kort,NONE
wat,NONE
info,NONE
geven,NONE
",",NONE
de,NONE
kamer,NONE
hiernaast,NONE
",",NONE
dus,NONE
naast,NONE
die,NONE
muur,NONE
hier,NONE
verblijft,NONE
Diégo,NONE
",",NONE
hij,NONE
is,NONE
één,NONE
",",NONE
22,NONE
jaar,NONE
en,NONE
hij,NONE
is,NONE
op,NONE
de,NONE
kamer,NONE
om,NONE
naar,NONE
een,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
",",NONE
maar,NONE
hij,NONE
ligt,NONE
nog,NONE
in,NONE
bed,NONE
dus,NONE
als,NONE
je,NONE
juist,NONE
zijn,NONE
schoenen,NONE
zou,NONE
willen,NONE
aandoen,NONE
",",NONE
maar,NONE
hij,NONE
verblijft,NONE
hier,NONE
wel,NONE
nog,NONE
niet,NONE
zo,NONE
lang,NONE
dus,NONE
je,NONE
moet,NONE
hem,NONE
wel,NONE
nog,NONE
wat,NONE
op,NONE
zijn,NONE
gemak,NONE
stellen,NONE
met,NONE
een,NONE
leuke,NONE
babbel,NONE
eerst,NONE
te,NONE
hebben,NONE
.,NONE
Ze,NONE
vinden,NONE
dat,NONE
wel,NONE
fijn,NONE
om,NONE
eerst,NONE
wat,NONE
te,NONE
babbelen,NONE
",",NONE
want,NONE
we,CVNW
weten,NONE
van,NONE
info,NONE
van,NONE
Diego,NONE
dat,NONE
hij,NONE
22,NONE
jaar,NONE
is,NONE
",",NONE
dat,NONE
hij,NONE
naar,NONE
een,NONE
revalidatiecentrum,NONE
zou,NONE
moeten,NONE
gaan,NONE
en,NONE
daar,NONE
juist,NONE
nog,NONE
zijn,NONE
schoenen,NONE
aandoen,NONE
",",NONE
hij,NONE
is,NONE
al,NONE
aangekleed,NONE
",",NONE
hij,NONE
ligt,NONE
juist,NONE
nog,NONE
in,NONE
bed,NONE
.,NONE
En,NONE
moet,NONE
ik,NONE
het,NONE
10-stappenplan,NONE
toevoegen,NONE
of,NONE
dat,NONE
niet,NONE
persé,NONE
?,NONE
Ge,NONE
zijt,NONE
daar,NONE
gewoon,NONE
vrij,NONE
in,NONE
",",NONE
nee,TSW
",",NONE
nee,TSW
gewoon,NONE
doen,NONE
",",NONE
maakt,NONE
niets,NONE
",",NONE
je,NONE
mag,NONE
praten,NONE
zoals,NONE
jij,NONE
wilt,NONE
.,NONE
Ja,TSW
.,NONE
Mag,NONE
super,NONE
spontaan,NONE
verlopen,NONE
.,NONE
Ik,NONE
ga,NONE
het,NONE
doen,NONE
gelijk,NONE
dat,NONE
ik,NONE
in,NONE
het,NONE
woonzorgcentrum,NONE
zal,NONE
doen,NONE
.,NONE
En,NONE
misschien,NONE
de,NONE
kamer,NONE
daarnaast,NONE
",",NONE
dat,NONE
is,NONE
voor,NONE
straks,NONE
",",NONE
dan,NONE
kom,NONE
ik,NONE
u,NONE
halen,NONE
.,NONE
De,NONE
kamer,NONE
daarnaast,NONE
verblijft,NONE
Jacques,NONE
en,NONE
Jacques,NONE
is,NONE
81,NONE
",",NONE
ja,TSW
81,NONE
jaar,NONE
en,NONE
moet,NONE
ook,NONE
klaar,NONE
gemaakt,NONE
worden,NONE
voor,NONE
een,NONE
revalidatiecentrum,NONE
en,NONE
",",NONE
en,NONE
hij,NONE
zit,NONE
op,NONE
de,NONE
kamer,NONE
",",NONE
heeft,NONE
ook,NONE
zijn,NONE
jas,NONE
nog,NONE
niet,NONE
aan,NONE
",",NONE
zijn,NONE
schoenen,NONE
nog,NONE
niet,NONE
aan,NONE
",",NONE
dus,NONE
we,CVNW
willen,NONE
hem,NONE
eigenlijk,NONE
gewoon,NONE
klaarmaken,NONE
",",NONE
maar,NONE
ook,NONE
Jacques,NONE
verblijft,NONE
hier,NONE
nog,NONE
niet,NONE
heel,NONE
lang,NONE
dus,NONE
je,NONE
mag,NONE
die,NONE
ook,NONE
op,NONE
zijn,NONE
gemak,NONE
stellen,NONE
door,NONE
gewoon,NONE
een,NONE
fijne,NONE
babbel,NONE
te,NONE
hebben,NONE
.,NONE
Jacques,NONE
vindt,NONE
dat,NONE
wel,NONE
leuk,NONE
.,NONE
Maar,NONE
ik,NONE
kom,NONE
u,NONE
direct,NONE
wel,NONE
gaan,NONE
halen,NONE
",",NONE
dus,NONE
je,NONE
mag,NONE
beginnen,NONE
met,NONE
Diégo,NONE
klaar,NONE
te,NONE
maken,NONE
.,NONE
En,NONE
hoe,NONE
mobiel,NONE
zijn,NONE
ze,NONE
alle,NONE
twee,NONE
?,NONE
Ik,NONE
weet,NONE
het,NONE
eigenlijk,NONE
zelf,NONE
niet,NONE
super,NONE
",",NONE
ma,NONE
ge,NONE
gaat,NONE
wel,NONE
zien,NONE
ze,NONE
gaan,NONE
wel,NONE
aangeven,NONE
wat,NONE
lukt,NONE
of,NONE
niet,NONE
lukt,NONE
.,NONE
Ja,TSW
.,NONE
Goed,NONE
?,NONE
Oké,TSW
.,NONE
Spannend,NONE
.,NONE
Ca,NONE
va,NONE
",",NONE
all,NONE
right,NONE
.,NONE
Ja,TSW
oké,NONE
",",NONE
dan,NONE
achter,NONE
dat,NONE
ik,NONE
hier,NONE
klaar,NONE
ben,NONE
direct,NONE
naar,NONE
voor,NONE
gaan,NONE
?,NONE
Nee,TSW
",",NONE
ik,NONE
ga,NONE
u,NONE
gewoon,NONE
komen,NONE
halen,NONE
direct,NONE
.,NONE
Oké,TSW
",",NONE
das,NONE
goed,NONE
.,NONE
Alles,NONE
in,NONE
orde,NONE
?,NONE
Ja,TSW
",",NONE
ligt,NONE
dat,NONE
al,NONE
aan,NONE
of,NONE
niet,NONE
?,NONE
Ja,TSW
",",NONE
ge,NONE
moet,NONE
daar,NONE
allemaal,NONE
niet,NONE
op,NONE
letten,NONE
dat,NONE
gaat,NONE
Oké,NONE
",",NONE
goed,NONE
.,NONE
En,NONE
nu,NONE
.,NONE
Oeh,NONE
",",NONE
spannend,NONE
.,NONE
Nee,TSW
",",NONE
geen,NONE
stress,NONE
goed,NONE
.,NONE
Voilà,TSW
.,NONE
Ja,TSW
.,NONE
Alles,NONE
in,NONE
orde,NONE
?,NONE
Ja,TSW
",",NONE
ik,NONE
denk,NONE
het,NONE
wel,NONE
.,NONE
Diégo,NONE
",",NONE
22,NONE
en,NONE
dan,NONE
meneer,NONE
Jacques,NONE
in,NONE
de,NONE
80,NONE
.,NONE
81,NONE
",",NONE
maar,NONE
ik,NONE
moet,NONE
hem,NONE
nog,NONE
gaan,NONE
halen,NONE
",",NONE
goed,NONE
?,NONE
Oké,TSW
",",NONE
goed,NONE
ik,NONE
zal,NONE
wachten,NONE
tot,NONE
dat,NONE
ik,NONE
zie,NONE
dat,NONE
u,NONE
in,NONE
de,NONE
andere,NONE
ruimte,NONE
zit,NONE
of,NONE
?,NONE
Ja,TSW
",",NONE
hij,NONE
komt,NONE
toe,NONE
hier,NONE
.,NONE
Ah,TSW
ja,TSW
oké,NONE
",",NONE
is,NONE
goed,NONE
.,NONE
Voilà,TSW
",",NONE
dan,NONE
laat,NONE
ik,NONE
u,NONE
kennismaken,NONE
Oké,TSW
.,NONE
Fijne,NONE
kennismaking,NONE
.,NONE
Ja,TSW
.,NONE
Ja,TSW
.,NONE
Hallo,TSW
",",NONE
ik,NONE
ben,NONE
Lauri,NONE
Van,NONE
Wijnsberge,NONE
",",NONE
ik,NONE
ben,NONE
verpleegkunde,NONE
.,NONE
Ik,NONE
heb,NONE
gehoord,NONE
dat,NONE
u,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
moet,NONE
.,NONE
Ja,TSW
",",NONE
klopt,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
.,NONE
In,NONE
hoeverre,NONE
bent,NONE
u,NONE
mobiel,NONE
?,NONE
Ik,NONE
kan,NONE
zo,NONE
stappen,NONE
en,NONE
zo,NONE
.,NONE
Ja,TSW
.,NONE
Ja,TSW
.,NONE
Dat,NONE
kan,NONE
je,NONE
wel,NONE
?,NONE
Yes,TSW
.,NONE
Oké,TSW
",",NONE
dus,NONE
u,NONE
jas,NONE
en,NONE
u,NONE
schoenen,NONE
.,NONE
Oké,TSW
.,NONE
Dus,NONE
je,NONE
kan,NONE
u,NONE
ook,NONE
zelf,NONE
rechtzetten,NONE
dan,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
",",NONE
dan,NONE
mag,NONE
je,NONE
u,NONE
aan,NONE
de,NONE
zijkant,NONE
van,NONE
het,NONE
bed,NONE
draaien,NONE
.,NONE
Ja,TSW
.,NONE
Goed,NONE
",",NONE
oké,NONE
.,NONE
En,NONE
ja,TSW
.,NONE
We,CVNW
zullen,NONE
beginnen,NONE
met,NONE
u,NONE
schoenen,NONE
aan,NONE
te,NONE
doen,NONE
.,NONE
Oké,TSW
.,NONE
Dus,NONE
u,NONE
naam,NONE
is,NONE
Diégo,NONE
",",NONE
eenen,NONE
",",NONE
22,NONE
jaar,NONE
?,NONE
Ja,TSW
",",NONE
klopt,NONE
.,NONE
Oké,TSW
",",NONE
super,NONE
.,NONE
 ,NONE
En,NONE
jij,NONE
bent,NONE
?,NONE
Lauri,NONE
Van,NONE
Wijnsberge,NONE
",",NONE
student,NONE
verpleegkunde,NONE
nog,NONE
",",NONE
dus,NONE
",",NONE
maar,NONE
ik,NONE
ga,NONE
u,NONE
vandaag,NONE
helpen,NONE
daarmee,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
.,NONE
Oké,TSW
",",NONE
ge,NONE
moogt,NONE
",",NONE
moet,NONE
",",NONE
moet,NONE
de,NONE
schoen,NONE
open,NONE
of,NONE
niet,NONE
?,NONE
Nee,TSW
.,NONE
Geraak,NONE
je,NONE
daar,NONE
zo,NONE
in,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
",",NONE
dan,NONE
mag,NONE
je,NONE
",",NONE
hup,NONE
.,NONE
Ik,NONE
ga,NONE
een,NONE
beetje,VKW
.,NONE
Amai,TSW
",",NONE
dat,NONE
gaat,NONE
nog,NONE
niet,NONE
zo,NONE
makkelijk,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
steek,NONE
vaak,NONE
mijn,NONE
vinger,NONE
vanachter,NONE
.,NONE
Vind,NONE
je,NONE
dat,NONE
niet,NONE
ambetant,NONE
als,NONE
iemand,NONE
dat,NONE
bij,NONE
u,NONE
doet,NONE
?,NONE
Moh,TSW
ja,TSW
",",NONE
een,NONE
beetje,VKW
.,NONE
Zo,NONE
",",NONE
voilà,TSW
.,NONE
Nu,NONE
de,NONE
volgende,NONE
.,NONE
Het,NONE
zijn,NONE
niet,NONE
zo,NONE
makkelijke,NONE
schoenen,NONE
dat,NONE
je,NONE
hebt,NONE
.,NONE
Nee,TSW
",",NONE
ik,NONE
moet,NONE
nieuwe,NONE
kopen,NONE
.,NONE
Voilà,TSW
zé,TSW
.,NONE
Voilà,TSW
.,NONE
Goed,NONE
.,NONE
Ja,TSW
.,NONE
Misschien,NONE
is,NONE
het,NONE
makkelijker,NONE
als,NONE
ik,NONE
u,NONE
eerst,NONE
recht,NONE
help,NONE
.,NONE
Oké,TSW
.,NONE
Om,NONE
dan,NONE
zo,NONE
uwe,NONE
jas,NONE
aan,NONE
te,NONE
doen,NONE
.,NONE
Ja,TSW
.,NONE
Kan,NONE
je,NONE
zelf,NONE
rechtkomen,NONE
of,NONE
?,NONE
Ja,TSW
.,NONE
Ja,TSW
",",NONE
oké,NONE
super,NONE
.,NONE
En,NONE
voor,NONE
wat,NONE
is,NONE
het,NONE
dat,NONE
je,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
moet,NONE
?,NONE
Goh,TSW
",",NONE
ik,NONE
heb,NONE
veel,NONE
last,NONE
van,NONE
mijn,NONE
rug,NONE
.,NONE
Ja,TSW
.,NONE
Vorige,NONE
week,NONE
gaan,NONE
skiën,NONE
en,NONE
dan,NONE
gevallen,NONE
.,NONE
Wacht,NONE
hé,TSW
",",NONE
ik,NONE
ga,NONE
een,NONE
beetje,VKW
.,NONE
Voilà,TSW
zie,TSW
.,NONE
Goed,NONE
",",NONE
ja,TSW
dat,NONE
is,NONE
het,NONE
dan,NONE
zeker,NONE
.,NONE
Ja,TSW
.,NONE
Dan,NONE
ga,NONE
ik,NONE
u,NONE
moeten,NONE
begeleiden,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
",",NONE
hé,TSW
.,NONE
 ,NONE
Ja,TSW
",",NONE
bedankt,NONE
.,NONE
Oké,TSW
",",NONE
top,NONE
goed,NONE
.,NONE
Ik,NONE
heb,NONE
wel,NONE
gemerkt,NONE
dat,NONE
hem,NONE
omhoog,NONE
kan,NONE
hé,TSW
.,NONE
De,NONE
andere,NONE
wel,NONE
waarschijnlijk,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
zou,NONE
moeten,NONE
kijken,NONE
",",NONE
daarjuist,NONE
had,NONE
wel,NONE
.,NONE
Ik,NONE
denk,NONE
dat,NONE
de,NONE
andere,NONE
wel,NONE
.,NONE
"
",NONE
Ja,TSW
",",NONE
binnen,NONE
.,NONE
Dag,NONE
Jacques,NONE
",",NONE
ik,NONE
ben,NONE
Lauri,NONE
Van,NONE
Wijnsberge,NONE
",",NONE
ik,NONE
ben,NONE
u,NONE
verpleegkundige,NONE
en,NONE
ik,NONE
ga,NONE
u,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
brengen,NONE
vandaag,NONE
.,NONE
Goed,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Top.,NONE
Het,NONE
is,NONE
de,NONE
eerste,NONE
keer,NONE
dat,NONE
je,NONE
mij,NONE
ziet,NONE
hé,TSW
.,NONE
In,NONE
de,NONE
gang,NONE
heb,NONE
ik,NONE
u,NONE
daarjuist,NONE
gezien,NONE
.,NONE
Ja,TSW
",",NONE
in,NONE
de,NONE
gang,NONE
heb,NONE
je,NONE
mij,NONE
inderdaad,NONE
gezien,NONE
",",NONE
maar,NONE
ik,NONE
heb,NONE
u,NONE
nog,NONE
geen,NONE
ene,NONE
keer,NONE
moeten,NONE
verzorgen,NONE
",",NONE
wat,NONE
dat,NONE
wil,NONE
zeggen,NONE
dat,NONE
ik,NONE
een,NONE
beetje,VKW
ga,NONE
vragen,NONE
aan,NONE
jou,NONE
wat,NONE
je,NONE
wel,NONE
leuk,NONE
vind,NONE
",",NONE
allez,TSW
of,NONE
wat,NONE
mogelijk,NONE
is,NONE
voor,NONE
jou,NONE
zodat,NONE
ik,NONE
kan,NONE
zien,NONE
waar,NONE
dak,NONE
moet,NONE
helpen,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Goed,NONE
?,NONE
Oké,TSW
.,NONE
Je,NONE
hoort,NONE
het,NONE
",",NONE
maar,NONE
ik,NONE
ben,NONE
van,NONE
West-Vlaanderen,NONE
hé,TSW
.,NONE
Ik,NONE
probeer,NONE
er,NONE
een,NONE
beetje,VKW
op,NONE
te,NONE
letten,NONE
",",NONE
maar,NONE
het,NONE
is,NONE
niet,NONE
altijd,NONE
even,NONE
makkelijk,NONE
.,NONE
Goed,TSW
",",NONE
weet,NONE
jij,NONE
voor,NONE
wat,NONE
dat,NONE
je,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
gaat,NONE
?,NONE
Ik,NONE
veronderstel,NONE
van,NONE
wel,NONE
of,NONE
hebben,NONE
ze,NONE
het,NONE
misschien,NONE
niet,NONE
doorgegeven,NONE
?,NONE
Nee,TSW
",",NONE
nee,TSW
.,NONE
Nee,TSW
",",NONE
oké,NONE
.,NONE
Hoe,NONE
mobiel,NONE
ben,NONE
je,NONE
",",NONE
gelijk,NONE
kan,NONE
je,NONE
zelf,NONE
steunen,NONE
?,NONE
Kan,NONE
je,NONE
zelf,NONE
rechtkomen,NONE
?,NONE
Allez,TSW
.,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Ik,NONE
ga,NONE
bij,NONE
alles,NONE
een,NONE
klein,NONE
beetje,VKW
helpen,NONE
hé,TSW
",",NONE
maar,NONE
het,NONE
is,NONE
om,NONE
een,NONE
beetje,VKW
af,NONE
te,NONE
leiden,NONE
wat,NONE
makkelijk,NONE
gaat,NONE
gaan,NONE
en,NONE
wat,NONE
minder,NONE
makkelijk,NONE
gaat,NONE
gaan,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Goed,NONE
?,NONE
We,CVNW
gaan,NONE
beginnen,NONE
met,NONE
uw,NONE
jas,NONE
misschien,NONE
aan,NONE
te,NONE
doen,NONE
aangezien,NONE
ja,TSW
",",NONE
ja,TSW
we,CVNW
gaan,NONE
daarmee,NONE
beginnen,NONE
.,NONE
Allez,TSW
oké,NONE
.,NONE
Goed,NONE
",",NONE
want,NONE
ge,NONE
zit,NONE
nu,NONE
goed,NONE
",",NONE
ah,TSW
ma,NONE
ge,NONE
moogt,NONE
op,NONE
de,NONE
stoel,NONE
blijven,NONE
zitten,NONE
.,NONE
Ah,TSW
",",NONE
ah,TSW
.,NONE
Ik,NONE
denk,NONE
dat,NONE
dat,NONE
de,NONE
bedoeling,NONE
is,NONE
",",NONE
dat,NONE
je,NONE
éh,TSW
.,NONE
Ah,TSW
ja,TSW
.,NONE
Ik,NONE
heb,NONE
een,NONE
jonge,NONE
persoon,NONE
moeten,NONE
doen,NONE
en,NONE
nu,NONE
een,NONE
iets,NONE
oudere,NONE
man,NONE
dus,NONE
ik,NONE
denk,NONE
dat,NONE
dat,NONE
zo,NONE
het,NONE
verschil,NONE
is,NONE
.,NONE
Ah,TSW
ja,TSW
",",NONE
ah,TSW
.,NONE
Dat,NONE
ik,NONE
moet,NONE
aantonen,NONE
.,NONE
Oké,NONE
ge,NONE
moogt,NONE
eerst,NONE
die,NONE
arm,NONE
geven,NONE
.,NONE
Ja,TSW
",",NONE
top.,NONE
Goed,NONE
.,NONE
Wacht,NONE
hé,TSW
.,NONE
Ja,TSW
",",NONE
voilà,TSW
zie,TSW
.,NONE
Zie,NONE
ne,NONE
keer,NONE
",",NONE
die,NONE
zit,NONE
direct,NONE
goed,NONE
.,NONE
Zit,NONE
die,NONE
direct,NONE
goed,NONE
?,NONE
Fantastisch,NONE
",",NONE
oké,NONE
.,NONE
Moet,NONE
ik,NONE
ik,NONE
u,NONE
schoenen,NONE
",",NONE
ah,TSW
het,NONE
is,NONE
met,NONE
een,NONE
ritsje,VKW
",",NONE
ideaal,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
",",NONE
dat,NONE
zijn,NONE
al,NONE
de,NONE
makkelijkste,NONE
schoenen,NONE
hé,TSW
dat,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
En,NONE
als,NONE
het,NONE
zo,NONE
op,NONE
de,NONE
zijkant,NONE
zit,NONE
dan,NONE
zie,NONE
je,NONE
dat,NONE
niet,NONE
zo,NONE
goed,NONE
dat,NONE
het,NONE
met,NONE
een,NONE
ritsje,VKW
is,NONE
hé,TSW
.,NONE
Voilà,TSW
.,NONE
Ja,TSW
",",NONE
daarom,NONE
heb,NONE
ik,NONE
die,NONE
",",NONE
allez,TSW
mijn,NONE
vriendin,NONE
heeft,NONE
die,NONE
daarvoor,NONE
gekozen,NONE
omdat,NONE
dat,NONE
zo,NONE
gemakkelijk,NONE
is,NONE
.,NONE
En,NONE
das,NONE
heel,NONE
goed,NONE
gezien,NONE
",",NONE
das,NONE
super,NONE
goed,NONE
gezien,NONE
van,NONE
haar,NONE
.,NONE
Ja,TSW
.,NONE
Heb,NONE
je,NONE
liever,NONE
de,NONE
rollator,NONE
of,NONE
liever,NONE
de,NONE
rolstoel,NONE
?,NONE
Maar,NONE
ik,NONE
denk,NONE
hoe,NONE
nu,NONE
zit,NONE
dat,NONE
de,NONE
rollator,NONE
makkelijker,NONE
gaat,NONE
zijn,NONE
.,NONE
Dan,NONE
moet,NONE
ik,NONE
zelf,NONE
stappen,NONE
zogezegd,NONE
?,NONE
Ja,TSW
.,NONE
Het,NONE
is,NONE
gelijk,NONE
dat,NONE
je,NONE
zelf,NONE
wil,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
ga,NONE
de,NONE
rollator,NONE
pakken,NONE
.,NONE
Ja,TSW
.,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
",",NONE
ja,TSW
ik,NONE
vind,NONE
het,NONE
hier,NONE
een,NONE
rare,NONE
indeling,NONE
van,NONE
kamer,NONE
",",NONE
het,NONE
staat,NONE
zo,NONE
allemaal,NONE
dichtbij,NONE
mekaar,NONE
.,NONE
In,NONE
hoeverre,NONE
kan,NONE
je,NONE
zelf,NONE
rechtkomen,NONE
?,NONE
Moet,NONE
ik,NONE
u,NONE
een,NONE
beetje,VKW
helpen,NONE
of,NONE
?,NONE
Nee,TSW
",",NONE
nee,TSW
",",NONE
ik,NONE
steun,NONE
op,NONE
op,NONE
tafel,NONE
.,NONE
Allez,TSW
kan,NONE
ik,NONE
ik,NONE
mij,NONE
recht,NONE
duwen,NONE
.,NONE
Oké,TSW
",",NONE
kan,NONE
ik,NONE
ik,NONE
wel,NONE
dienen,NONE
arm,NONE
vastpakken,NONE
",",NONE
dat,NONE
ga,NONE
misschien,NONE
makkelijker,NONE
zijn,NONE
voor,NONE
u.,NONE
Ja,TSW
.,NONE
Oké,TSW
.,NONE
Oké,TSW
en,NONE
we,CVNW
gaan,NONE
samen,NONE
stappen,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
",",NONE
neem,NONE
maar,NONE
vast,NONE
.,NONE
 ,NONE
Van,NONE
waar,NONE
pak,NONE
ik,NONE
dat,NONE
vast,NONE
?,NONE
Ja,TSW
",",NONE
die,NONE
stond,NONE
niet,NONE
in,NONE
de,NONE
ruimte,NONE
",",NONE
nee,TSW
",",NONE
oké,NONE
.,NONE
Gaat,NONE
dat,NONE
lukken,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
Top.,NONE
Zo,NONE
kan,NONE
ik,NONE
.,NONE
Dat,NONE
gaat,NONE
heel,NONE
vlot,NONE
",",NONE
zeker,NONE
dat,NONE
gij,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
moet,NONE
?,NONE
Oké,NONE
top,NONE
",",NONE
ik,NONE
veronderstel,NONE
dat,NONE
langs,NONE
daar,NONE
de,NONE
uitgang,NONE
is,NONE
",",NONE
dus,NONE
goed,NONE
.,NONE
Oké,TSW
",",NONE
super,NONE
",",NONE
dat,NONE
was,NONE
de,NONE
oefening,NONE
.,NONE
Kei,NONE
goed,NONE
gedaan,NONE
.,NONE
Oké,TSW
.,NONE
Het,NONE
zijn,NONE
er,NONE
nog,NONE
die,NONE
moeten,NONE
komen,NONE
hé,TSW
sebiet,NONE
waarschijnlijk,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
Ik,NONE
ga,NONE
direct,NONE
met,NONE
u,NONE
meestappen,NONE
.,NONE
Als,NONE
ge,NONE
wilt,NONE
moogt,NONE
nog,NONE
heel,NONE
efkes,VKW
hier,NONE
wachten,NONE
.,NONE
Ah,TSW
",",NONE
hier,NONE
wachten,NONE
nog,NONE
?,NONE
Allez,TSW
ik,NONE
zal,NONE
"
",NONE
Ja,TSW
",",NONE
dat,NONE
is,NONE
goed,NONE
ze,TSW
",",NONE
ja,TSW
.,NONE
Zet,NONE
u,NONE
maar,NONE
.,NONE
Straks,NONE
wat,NONE
info,NONE
",",NONE
wat,NONE
vraagjes,VKW
eerst,NONE
.,NONE
Misschien,NONE
kort,NONE
u,NONE
voorstellen,NONE
.,NONE
Ja,TSW
.,NONE
Wat,NONE
u,NONE
studierichting,NONE
is,NONE
",",NONE
waarom,NONE
je,NONE
die,NONE
studierichting,NONE
hebt,NONE
gekozen,NONE
en,NONE
wat,NONE
je,NONE
eigenlijk,NONE
graag,NONE
later,NONE
zou,NONE
doen,NONE
en,NONE
wat,NONE
u,NONE
toekomst,NONE
zo,NONE
ziet,NONE
qua,NONE
job,NONE
.,NONE
Oké,TSW
",",NONE
ik,NONE
ben,NONE
Samuel,NONE
Blog,NONE
en,NONE
ik,NONE
ben,NONE
",",NONE
ik,NONE
studeer,NONE
verpleegkunde,NONE
",",NONE
eerste,NONE
jaar,NONE
en,NONE
ben,NONE
daar,NONE
terechtgekomen,NONE
nadat,NONE
ik,NONE
4,NONE
